initializing,approximating,computingfulldistances,finalizing,finished,dataset,distance,linkage,strategy
204,165.0,880,328,1577,ToeSegmentation2,msm,ward,approx_distance_ascending
264,1019.0,1286,252,2821,Adiac,sbd,ward,pre_clustering
174,104.0,314,3,595,PowerCons,lorentzian,weighted,pre_clustering
336,2590.0,16879,498,20303,PhalangesOutlinesCorrect,msm,weighted,approx_distance_ascending
403,145.0,34315,255,35118,ACSF1,dtw,ward,fcfs
126,93.0,297,39,555,BeetleFly,dtw,ward,fcfs
257,667.0,197868,274,199066,InsectEPGSmallTrain,kdtw,single,pre_clustering
438,750.0,62491,328,64007,PLAID,dtw,weighted,pre_clustering
240,248.0,4064,275,4827,DiatomSizeReduction,msm,weighted,approx_distance_ascending
367,612.0,21432,38,22449,FiftyWords,dtw,ward,fcfs
1624,2244.0,2728877,362,2733107,MixedShapesSmallTrain,msm,weighted,approx_distance_ascending
156,318.0,403,102,979,ItalyPowerDemand,euclidean,average,approx_distance_ascending
1074,906.0,3368,737,6085,Yoga,euclidean,ward,approx_distance_ascending
258,4588.0,78745,75,83666,MedicalImages,kdtw,complete,fcfs
427,3716.0,1030485,403,1035031,Symbols,kdtw,single,fcfs
139,98.0,332,27,596,Beef,msm,ward,fcfs
693,6868.0,34981,699,43241,ChlorineConcentration,sbd,average,approx_distance_ascending
123,176.0,400,248,947,edeniss20182020_valve_anomalies,msm,complete,pre_clustering
87,23.0,533,17,660,SmoothSubspace,sbd,single,approx_distance_ascending
533,77.0,72,40,722,PigArtPressure,euclidean,ward,fcfs
107,127.0,409,4,647,PickupGestureWiimoteZ,dtw,average,pre_clustering
277,437.0,95,535,1344,InsectEPGSmallTrain,sbd,average,approx_distance_ascending
599,1955.0,15911,1402,19867,ECG5000,lorentzian,average,pre_clustering
171,142.0,117,66,496,ProximalPhalanxTW,euclidean,ward,pre_clustering
1003,5199.0,700897,888,707987,UWaveGestureLibraryZ,dtw,weighted,pre_clustering
177,113.0,151,111,552,MiddlePhalanxTW,euclidean,average,approx_distance_ascending
242,3703.0,113354,343,117642,AllGestureWiimoteY,kdtw,ward,approx_distance_ascending
250,219.0,163,77,709,ECGFiveDays,euclidean,complete,pre_clustering
172,116.0,99,18,405,GunPointOldVersusYoung,lorentzian,ward,fcfs
1452,17909.0,48789110,488,48808959,Mallat,kdtw,average,approx_distance_ascending
132,219.0,4059,185,4595,Wine,kdtw,weighted,fcfs
1460,1596.0,38448,407,41911,CinCECGTorso,sbd,weighted,approx_distance_ascending
365,713.0,19178,27,20283,CricketZ,msm,ward,fcfs
127,58.0,75,9,269,edeniss20182020_par_anomalies,euclidean,average,approx_distance_ascending
909,315.0,2205,346,3775,SemgHandGenderCh2,lorentzian,complete,approx_distance_ascending
1033,1614.0,10191,417,13255,UWaveGestureLibraryX,lorentzian,single,fcfs
1444,1632.0,38603,391,42070,CinCECGTorso,sbd,ward,approx_distance_ascending
174,146.0,76,68,464,SyntheticControl,euclidean,complete,fcfs
212,500.0,11077,633,12422,edeniss20182020_pressure_anomalies,msm,average,pre_clustering
170,1767.0,8074,460,10471,SyntheticControl,kdtw,single,pre_clustering
920,19052.0,290106,1718,311796,Wafer,sbd,single,pre_clustering
157,84.0,51,77,369,edeniss20182020_ec_anomalies,lorentzian,weighted,approx_distance_ascending
1096,3474.0,688972,474,694016,Yoga,msm,ward,pre_clustering
895,743.0,9146,18,10802,InlineSkate,sbd,ward,fcfs
191,412.0,769,10,1382,DistalPhalanxTW,msm,weighted,fcfs
131,191.0,1357,426,2105,Coffee,kdtw,weighted,approx_distance_ascending
210,96.0,104,69,479,GunPointMaleVersusFemale,euclidean,average,pre_clustering
334,3546.0,322645,367,326892,Strawberry,kdtw,weighted,approx_distance_ascending
138,249.0,4214,383,4984,Wine,kdtw,ward,pre_clustering
215,3465.0,112399,567,116646,AllGestureWiimoteZ,kdtw,single,pre_clustering
298,904.0,195779,285,197266,Fish,kdtw,weighted,pre_clustering
168,172.0,1187,10,1537,Trace,dtw,weighted,fcfs
146,86.0,600,2,834,BeetleFly,msm,ward,pre_clustering
1633,827832.0,15924610,14201,16768276,ElectricDevices,kdtw,ward,fcfs
421,392.0,673,510,1996,PLAID,lorentzian,complete,approx_distance_ascending
157,332.0,147,148,784,ItalyPowerDemand,euclidean,average,fcfs
135,185.0,252,7,579,BME,msm,complete,fcfs
399,1157.0,5148,351,7055,PLAID,sbd,weighted,pre_clustering
288,98.0,554,14,954,OSULeaf,euclidean,single,pre_clustering
178,790.0,28310,461,29739,GesturePebbleZ1,kdtw,complete,pre_clustering
559,342.0,157607,236,158744,PigAirwayPressure,msm,ward,approx_distance_ascending
260,181.0,119,104,664,Adiac,euclidean,weighted,fcfs
152,172.0,345,299,968,FaceFour,msm,weighted,approx_distance_ascending
233,695.0,8493,459,9880,AllGestureWiimoteZ,msm,complete,approx_distance_ascending
542,1105.0,3241212,455,3243314,PigAirwayPressure,kdtw,complete,fcfs
188,98.0,53,5,344,GesturePebbleZ2,lorentzian,average,fcfs
298,416.0,408,390,1512,edeniss20182020_temp_anomalies,lorentzian,weighted,approx_distance_ascending
234,289.0,301,166,990,ProximalPhalanxOutlineCorrect,euclidean,complete,approx_distance_ascending
678,6572.0,149655,1918,158823,TwoPatterns,msm,weighted,pre_clustering
213,401.0,85,263,962,Ham,sbd,ward,approx_distance_ascending
164,257.0,1740,514,2675,GestureMidAirD1,dtw,average,pre_clustering
105,71.0,89,9,274,SmoothSubspace,euclidean,single,approx_distance_ascending
161,147.0,944,309,1561,Meat,msm,single,pre_clustering
167,257.0,1473,507,2404,GestureMidAirD1,msm,ward,approx_distance_ascending
393,2958.0,13377,1281,18009,edeniss20182020_ics_anomalies,sbd,ward,fcfs
192,62.0,20,7,281,Car,lorentzian,complete,fcfs
259,168.0,3503,258,4188,ShapeletSim,dtw,single,pre_clustering
1550,1991.0,2464364,314,2468219,Mallat,msm,weighted,approx_distance_ascending
404,229.0,21635,101,22369,WormsTwoClass,msm,ward,fcfs
172,346.0,12225,337,13080,Lightning7,kdtw,average,fcfs
374,62.0,71,71,578,Worms,euclidean,average,approx_distance_ascending
143,49.0,41,5,238,edeniss20182020_level_anomalies,euclidean,average,pre_clustering
228,585.0,9060,72,9945,edeniss20182020_pressure_anomalies,dtw,ward,fcfs
148,104.0,58,11,321,GesturePebbleZ2,lorentzian,weighted,fcfs
533,4875.0,2684201,291,2689900,ShapesAll,kdtw,complete,approx_distance_ascending
170,384.0,385,675,1614,DistalPhalanxTW,dtw,complete,pre_clustering
128,201.0,797,658,1784,edeniss20182020_par_anomalies,dtw,single,approx_distance_ascending
890,217.0,1328,384,2819,InlineSkate,lorentzian,complete,pre_clustering
948,254.0,2307,278,3787,SemgHandGenderCh2,lorentzian,average,approx_distance_ascending
121,76.0,56,74,327,edeniss20182020_par_anomalies,lorentzian,average,approx_distance_ascending
302,150.0,16309,220,16981,Rock,dtw,single,pre_clustering
639,210.0,1767,6,2622,SmallKitchenAppliances,lorentzian,single,pre_clustering
408,59.0,55,67,589,ACSF1,euclidean,complete,approx_distance_ascending
364,775.0,21039,23,22201,FiftyWords,msm,single,fcfs
199,292.0,1667,340,2498,GunPointAgeSpan,msm,ward,pre_clustering
148,927.0,27979,122,29176,GesturePebbleZ1,kdtw,weighted,fcfs
462,347.0,51399,67,52275,Computers,dtw,weighted,fcfs
140,131.0,3425,336,4032,BeetleFly,kdtw,ward,pre_clustering
402,392.0,349,658,1801,ACSF1,sbd,average,pre_clustering
359,815.0,1836,306,3316,CricketY,sbd,weighted,approx_distance_ascending
960,216.0,347,312,1835,SemgHandGenderCh2,euclidean,single,approx_distance_ascending
1009,1280.0,13435,240,15964,SemgHandSubjectCh2,sbd,weighted,pre_clustering
389,15630.0,536025,402,552446,FaceAll,kdtw,average,pre_clustering
403,1150.0,4996,21,6570,PLAID,sbd,single,fcfs
349,447.0,1037,3,1836,Worms,sbd,weighted,pre_clustering
353,654.0,19316,360,20683,CricketZ,dtw,average,pre_clustering
391,305.0,378,448,1522,FiftyWords,lorentzian,weighted,approx_distance_ascending
2392,1798.0,8306,916,13412,UWaveGestureLibraryAll,euclidean,average,pre_clustering
1440,5466.0,1750354,1085,1758345,FordB,msm,average,pre_clustering
525,143.0,163,368,1199,Computers,lorentzian,complete,approx_distance_ascending
417,367.0,1058,4,1846,ACSF1,sbd,weighted,pre_clustering
221,354.0,1024,23,1622,AllGestureWiimoteX,lorentzian,average,pre_clustering
605,674.0,113956,305,115540,RefrigerationDevices,msm,weighted,pre_clustering
615,678.0,337655,167,339115,EOGVerticalSignal,dtw,weighted,fcfs
411,1288.0,4488,349,6536,PLAID,sbd,average,approx_distance_ascending
1781,4062.0,3122858,925,3129626,NonInvasiveFetalECGThorax1,msm,complete,pre_clustering
181,105.0,89,290,665,GunPointOldVersusYoung,lorentzian,complete,approx_distance_ascending
206,44.0,17,7,274,Meat,euclidean,average,pre_clustering
234,297.0,91,97,719,SonyAIBORobotSurface2,euclidean,weighted,fcfs
343,872.0,1858,18,3091,CricketX,sbd,single,fcfs
136,145.0,623,4,908,BME,dtw,single,pre_clustering
1883,2756.0,3634302,430,3639371,MixedShapesRegularTrain,msm,ward,fcfs
327,3490.0,321366,426,325609,Strawberry,kdtw,average,pre_clustering
171,397.0,5550,407,6525,GunPoint,kdtw,complete,pre_clustering
177,418.0,660,373,1628,ProximalPhalanxOutlineAgeGroup,msm,complete,approx_distance_ascending
147,75.0,43,34,299,edeniss20182020_level_anomalies,lorentzian,weighted,approx_distance_ascending
586,55708.0,3142738,1199,3200231,ChlorineConcentration,kdtw,ward,approx_distance_ascending
621,974.0,134827,66,136488,ShapesAll,msm,complete,fcfs
139,172.0,35,132,478,BirdChicken,sbd,weighted,approx_distance_ascending
267,135.0,16396,208,17006,Rock,msm,single,approx_distance_ascending
1584,639.0,2122,580,4925,MixedShapesSmallTrain,euclidean,single,approx_distance_ascending
2296,1502.0,6950,1327,12075,UWaveGestureLibraryAll,euclidean,complete,approx_distance_ascending
623,2090.0,6544,391,9648,ECG5000,lorentzian,single,fcfs
269,1220.0,2992,216,4697,MedicalImages,sbd,average,pre_clustering
247,74.0,86,93,500,DiatomSizeReduction,euclidean,complete,approx_distance_ascending
180,66.0,37,3,286,Herring,lorentzian,ward,pre_clustering
340,71.0,31,20,462,Worms,euclidean,single,fcfs
172,152.0,1565,30,1919,Herring,msm,average,fcfs
275,355.0,431,273,1334,MedicalImages,euclidean,complete,approx_distance_ascending
1045,1744.0,10157,645,13591,UWaveGestureLibraryY,lorentzian,ward,fcfs
109,146.0,182,15,452,ShakeGestureWiimoteZ,dtw,ward,fcfs
1457,6672.0,44118009,344,44126482,CinCECGTorso,kdtw,average,approx_distance_ascending
225,169.0,3129,25,3548,Ham,dtw,average,fcfs
117,202.0,2345,329,2993,ShakeGestureWiimoteZ,kdtw,average,pre_clustering
277,767.0,272145,345,273534,InsectEPGRegularTrain,kdtw,single,approx_distance_ascending
202,181.0,245,159,787,edeniss20182020_pressure_anomalies,lorentzian,single,approx_distance_ascending
229,53.0,42,8,332,Ham,euclidean,complete,pre_clustering
365,2940.0,366662,245,370212,WordSynonyms,kdtw,average,fcfs
153,842.0,15982,369,17346,PowerCons,kdtw,single,approx_distance_ascending
1529,2042.0,2482984,370,2486925,Mallat,dtw,complete,approx_distance_ascending
249,695.0,5367,314,6625,ECGFiveDays,msm,average,pre_clustering
1878,828.0,3162,551,6419,MixedShapesRegularTrain,euclidean,ward,pre_clustering
163,262.0,1193,378,1996,PowerCons,msm,ward,pre_clustering
245,4643.0,78435,418,83741,MedicalImages,kdtw,weighted,pre_clustering
192,829.0,27964,143,29128,GesturePebbleZ2,kdtw,weighted,fcfs
998,1392.0,6103,1061,9554,UWaveGestureLibraryX,euclidean,average,approx_distance_ascending
1785,42965.0,61289019,675,61334444,NonInvasiveFetalECGThorax1,kdtw,single,pre_clustering
325,982.0,2581,552,4440,PhalangesOutlinesCorrect,lorentzian,weighted,pre_clustering
118,421.0,4486,1087,6112,edeniss20182020_valve_anomalies,kdtw,single,pre_clustering
137,161.0,649,4,951,ECG200,msm,weighted,pre_clustering
121,455.0,4406,503,5485,edeniss20182020_valve_anomalies,kdtw,complete,approx_distance_ascending
135,180.0,495,4,814,ECG200,dtw,ward,pre_clustering
278,1174.0,1082,28,2562,CBF,sbd,average,fcfs
583,3048.0,13371,238,17240,InsectWingbeatSound,sbd,ward,fcfs
1890,1118.0,16932,485,20425,MixedShapesRegularTrain,lorentzian,single,pre_clustering
631,1924.0,7067,1025,10647,TwoPatterns,lorentzian,complete,pre_clustering
145,15.0,92,29,281,ECG200,lorentzian,ward,fcfs
168,111.0,67,157,503,GesturePebbleZ1,lorentzian,ward,approx_distance_ascending
99,266.0,101,31,497,Chinatown,dtw,ward,approx_distance_ascending
355,82.0,414,2,853,Worms,lorentzian,ward,pre_clustering
157,103.0,331,30,621,Beef,msm,single,fcfs
1079,1451.0,6103,981,9614,UWaveGestureLibraryZ,euclidean,average,approx_distance_ascending
188,161.0,869,340,1558,ToeSegmentation2,msm,single,approx_distance_ascending
197,151.0,1419,215,1982,Herring,msm,weighted,approx_distance_ascending
691,5045.0,190336,439,196511,ChlorineConcentration,msm,single,pre_clustering
185,265.0,1976,11,2437,GestureMidAirD3,dtw,single,fcfs
1974,1596.0,60323,405,64298,HandOutlines,sbd,complete,pre_clustering
265,816.0,5199,29,6309,CBF,msm,average,fcfs
1470,13796.0,37189074,257,37204597,Phoneme,kdtw,single,fcfs
169,158.0,981,267,1575,Meat,msm,average,pre_clustering
129,140.0,541,9,819,edeniss20182020_vpd_anomalies,dtw,average,pre_clustering
1450,2521.0,50492,140,54603,Phoneme,sbd,weighted,fcfs
1034,921.0,749533,237,751725,SemgHandGenderCh2,dtw,complete,approx_distance_ascending
232,728.0,8632,736,10328,AllGestureWiimoteY,dtw,average,pre_clustering
485,4281.0,873780,597,879143,PLAID,kdtw,weighted,pre_clustering
205,280.0,214,5,704,Herring,sbd,average,fcfs
166,852.0,27969,137,29124,GesturePebbleZ2,kdtw,average,fcfs
966,188.0,506,42,1702,SemgHandSubjectCh2,euclidean,complete,fcfs
404,60.0,58,57,579,ACSF1,euclidean,ward,approx_distance_ascending
129,108.0,332,21,590,Beef,dtw,average,fcfs
335,21402.0,277032,60,298829,PhalangesOutlinesCorrect,kdtw,single,fcfs
260,108.0,99,60,527,Fish,euclidean,single,approx_distance_ascending
353,665.0,19225,42,20285,CricketY,msm,average,fcfs
211,273.0,46019,267,46770,Lightning2,kdtw,average,approx_distance_ascending
294,110.0,80,98,582,OSULeaf,euclidean,ward,pre_clustering
165,290.0,1237,240,1932,PowerCons,msm,single,pre_clustering
2445,2044.0,27451,1168,33108,UWaveGestureLibraryAll,lorentzian,ward,approx_distance_ascending
400,58.0,56,77,591,ACSF1,euclidean,average,approx_distance_ascending
169,179.0,115,16,479,ProximalPhalanxOutlineAgeGroup,lorentzian,single,fcfs
380,3509.0,325677,194,329760,Strawberry,kdtw,complete,fcfs
232,711.0,8143,779,9865,AllGestureWiimoteX,msm,single,approx_distance_ascending
161,265.0,1337,510,2273,edeniss20182020_ph_anomalies,msm,weighted,pre_clustering
199,551.0,1258,4,2012,GunPointMaleVersusFemale,sbd,single,pre_clustering
565,2260.0,6663757,267,6666849,EOGVerticalSignal,kdtw,ward,approx_distance_ascending
140,72.0,43,75,330,UMD,lorentzian,average,approx_distance_ascending
374,1988.0,114969,1616,118947,edeniss20182020_ics_anomalies,dtw,complete,pre_clustering
116,1027.0,437,5,1585,Chinatown,kdtw,weighted,fcfs
1669,99026.0,282789,7737,391221,ElectricDevices,sbd,single,fcfs
538,1935.0,111654,143,114270,InsectWingbeatSound,msm,average,fcfs
180,122.0,102,50,454,DistalPhalanxTW,euclidean,weighted,pre_clustering
595,4978.0,2673803,404,2679780,ShapesAll,kdtw,complete,pre_clustering
540,852.0,375,222,1989,InsectWingbeatSound,euclidean,complete,fcfs
1873,1587.0,25281,649,29390,NonInvasiveFetalECGThorax2,lorentzian,single,pre_clustering
351,1024.0,1949,27,3351,CricketY,sbd,average,fcfs
199,124.0,189,92,604,ProximalPhalanxOutlineAgeGroup,euclidean,complete,approx_distance_ascending
156,294.0,97,7,554,FaceFour,sbd,single,fcfs
197,280.0,392,3,872,Herring,sbd,complete,fcfs
195,181.0,1426,294,2096,Herring,msm,ward,pre_clustering
1761,3893.0,3176751,916,3183321,NonInvasiveFetalECGThorax1,dtw,average,pre_clustering
135,173.0,404,391,1103,edeniss20182020_volume_anomalies,msm,single,approx_distance_ascending
440,387.0,765,6,1598,PLAID,lorentzian,single,fcfs
266,814.0,5097,321,6498,MedicalImages,msm,complete,pre_clustering
169,498.0,553,14,1234,SyntheticControl,msm,complete,fcfs
426,1059.0,3882,326,5693,Symbols,sbd,single,approx_distance_ascending
120,42.0,32,4,198,edeniss20182020_valve_anomalies,euclidean,weighted,pre_clustering
1766,242500.0,375391,11362,631019,Crop,sbd,single,approx_distance_ascending
141,199.0,1074,37,1451,edeniss20182020_rh_anomalies,dtw,ward,fcfs
559,856.0,4177,333,5925,RefrigerationDevices,sbd,weighted,approx_distance_ascending
2010,1128.0,5698000,305,5701443,HandOutlines,dtw,average,pre_clustering
203,319.0,128,113,763,ToeSegmentation2,sbd,average,approx_distance_ascending
586,281.0,1117,347,2331,SmallKitchenAppliances,lorentzian,ward,pre_clustering
231,956.0,1724,30,2941,AllGestureWiimoteY,sbd,average,fcfs
1044,1715.0,6015,1371,10145,UWaveGestureLibraryY,euclidean,average,approx_distance_ascending
1003,1799.0,11103,895,14800,UWaveGestureLibraryZ,lorentzian,complete,pre_clustering
178,940.0,20888,248,22254,GestureMidAirD1,kdtw,single,approx_distance_ascending
200,133.0,542,8,883,DistalPhalanxOutlineAgeGroup,euclidean,single,pre_clustering
367,2336.0,336213,427,339343,CricketX,kdtw,weighted,approx_distance_ascending
254,208.0,527,2,991,Rock,sbd,weighted,pre_clustering
133,172.0,568,3,876,Wine,msm,single,pre_clustering
347,65.0,37,31,480,Worms,euclidean,complete,fcfs
541,88.0,421,5,1055,PigCVP,lorentzian,ward,fcfs
140,93.0,761,2,996,OliveOil,dtw,complete,pre_clustering
295,478.0,844775,472,846020,HouseTwenty,kdtw,complete,fcfs
151,756.0,940,271,2118,ItalyPowerDemand,msm,complete,pre_clustering
357,234.0,21815,314,22720,Worms,dtw,single,pre_clustering
120,161.0,171,9,461,ECG200,dtw,complete,fcfs
150,162.0,66,256,634,ECG200,msm,ward,approx_distance_ascending
313,147.0,41925,246,42631,HouseTwenty,msm,complete,approx_distance_ascending
248,954.0,4183,289,5674,MoteStrain,dtw,ward,approx_distance_ascending
687,437.0,1196,179,2499,ShapesAll,lorentzian,ward,approx_distance_ascending
139,395.0,4629,367,5530,UMD,kdtw,average,pre_clustering
245,269.0,300,161,975,ECGFiveDays,euclidean,single,approx_distance_ascending
157,508.0,257,6,928,PowerCons,sbd,single,fcfs
165,845.0,16280,70,17360,PowerCons,kdtw,ward,fcfs
1564,637.0,2135,644,4980,MixedShapesSmallTrain,euclidean,average,approx_distance_ascending
1785,5808.0,118042,812,126447,NonInvasiveFetalECGThorax1,sbd,weighted,approx_distance_ascending
161,140.0,381,254,936,FaceFour,dtw,ward,approx_distance_ascending
161,419.0,4322,452,5354,UMD,kdtw,weighted,pre_clustering
166,254.0,308,3,731,FaceFour,sbd,weighted,pre_clustering
422,346.0,50232,327,51327,Computers,msm,average,pre_clustering
1438,6832.0,43726584,322,43735176,CinCECGTorso,kdtw,weighted,pre_clustering
546,75.0,341,7,969,PigCVP,euclidean,complete,pre_clustering
152,167.0,317,7,643,UMD,dtw,ward,fcfs
932,627.0,617010,127,618696,InlineSkate,dtw,average,approx_distance_ascending
125,202.0,90,21,438,BirdChicken,sbd,complete,fcfs
121,152.0,175,8,456,ECG200,dtw,average,fcfs
215,790.0,1630,294,2929,ProximalPhalanxOutlineCorrect,dtw,weighted,approx_distance_ascending
233,80.0,53,2,368,ShapeletSim,lorentzian,ward,fcfs
1749,1734996.0,9511677,13918,11262340,Crop,kdtw,single,pre_clustering
899,283.0,2661,28,3871,SemgHandMovementCh2,lorentzian,weighted,fcfs
295,463.0,568,337,1663,InsectEPGRegularTrain,sbd,single,approx_distance_ascending
278,4516.0,77463,140,82397,MedicalImages,kdtw,single,pre_clustering
205,503.0,721,264,1693,ProximalPhalanxTW,msm,ward,approx_distance_ascending
381,2638.0,17008,251,20278,PhalangesOutlinesCorrect,msm,average,fcfs
181,113.0,93,306,693,GunPointAgeSpan,lorentzian,single,approx_distance_ascending
150,105.0,41,4,300,edeniss20182020_ph_anomalies,lorentzian,single,pre_clustering
4995,5351.0,131843,2767,144956,StarLightCurves,lorentzian,ward,fcfs
133,67.0,24,2,226,edeniss20182020_co2_anomalies,lorentzian,single,pre_clustering
1021,61214.0,12284159,1104,12347498,UWaveGestureLibraryY,kdtw,average,pre_clustering
120,87.0,52,7,266,Chinatown,euclidean,single,fcfs
956,328.0,2366,382,4032,SemgHandMovementCh2,lorentzian,weighted,pre_clustering
321,263.0,181,89,854,Strawberry,euclidean,ward,fcfs
200,68.0,79,84,431,ToeSegmentation1,euclidean,complete,approx_distance_ascending
135,373.0,286,3,797,Plane,sbd,single,pre_clustering
461,4200.0,861706,375,866742,PLAID,kdtw,single,pre_clustering
112,476.0,630,3,1221,SmoothSubspace,kdtw,average,pre_clustering
172,1052.0,27469,365,29058,GunPointOldVersusYoung,kdtw,average,approx_distance_ascending
543,1005.0,4509,321,6378,RefrigerationDevices,sbd,average,pre_clustering
361,189.0,246,289,1085,CricketY,euclidean,ward,approx_distance_ascending
2335,5303.0,7329960,682,7338280,UWaveGestureLibraryAll,dtw,average,pre_clustering
