initializing,approximating,computingfulldistances,finalizing,finished,dataset,distance,linkage,strategy
155,161.0,86,12,414,DistalPhalanxOutlineAgeGroup,lorentzian,average,fcfs
364,936.0,1648,766,3714,edeniss20182020_ics_anomalies,lorentzian,ward,pre_clustering
365,3073.0,7093,159,10690,FaceAll,sbd,ward,fcfs
587,88.0,406,6,1087,PigCVP,lorentzian,complete,fcfs
783,2995.0,287039,388,291205,FreezerRegularTrain,msm,single,pre_clustering
147,58.0,29,37,271,FaceFour,lorentzian,average,approx_distance_ascending
373,958.0,2004,540,3875,PhalangesOutlinesCorrect,lorentzian,weighted,approx_distance_ascending
147,1646.0,8073,15,9881,SyntheticControl,kdtw,single,fcfs
237,751.0,5239,21,6248,CBF,msm,ward,fcfs
161,289.0,1996,16,2462,GestureMidAirD2,msm,ward,fcfs
593,2326.0,6673732,332,6676983,EOGHorizontalSignal,kdtw,weighted,fcfs
126,69.0,28,10,233,BME,lorentzian,ward,pre_clustering
288,501.0,442,508,1739,edeniss20182020_temp_anomalies,lorentzian,ward,approx_distance_ascending
870,795.0,617810,195,619670,InlineSkate,msm,ward,approx_distance_ascending
229,256.0,189,93,767,AllGestureWiimoteZ,euclidean,complete,pre_clustering
225,3643.0,114007,422,118297,AllGestureWiimoteY,kdtw,average,pre_clustering
265,1245.0,2545,392,4447,SwedishLeaf,sbd,complete,pre_clustering
1455,1715.0,1921178,206,1924554,Phoneme,dtw,weighted,fcfs
5094,3871.0,24081,2571,35617,StarLightCurves,euclidean,weighted,fcfs
205,367.0,120,177,869,Trace,sbd,complete,approx_distance_ascending
160,158.0,319,4,641,UMD,dtw,single,fcfs
264,285.0,9373,24,9946,Fish,msm,complete,fcfs
222,925.0,704,21,1872,ProximalPhalanxOutlineCorrect,sbd,ward,fcfs
252,165.0,193,74,684,Adiac,euclidean,average,pre_clustering
116,66.0,23,8,213,edeniss20182020_valve_anomalies,lorentzian,complete,pre_clustering
276,428.0,835,2,1541,InsectEPGSmallTrain,sbd,complete,pre_clustering
546,98.0,818,2,1464,PigCVP,lorentzian,single,pre_clustering
596,211.0,920,347,2074,EOGHorizontalSignal,lorentzian,single,approx_distance_ascending
312,482.0,838667,575,840036,HouseTwenty,kdtw,single,approx_distance_ascending
106,237.0,340,13,696,edeniss20182020_vpd_anomalies,sbd,single,fcfs
486,111.0,667,8,1272,Computers,euclidean,single,pre_clustering
300,794.0,21542,410,23046,edeniss20182020_temp_anomalies,msm,complete,approx_distance_ascending
433,415.0,1602,241,2691,PLAID,lorentzian,weighted,pre_clustering
144,63.0,23,7,237,FaceFour,lorentzian,complete,pre_clustering
207,369.0,374,80,1030,SonyAIBORobotSurface2,lorentzian,average,approx_distance_ascending
965,960.0,749955,207,752087,SemgHandSubjectCh2,dtw,complete,approx_distance_ascending
170,130.0,139,103,542,DistalPhalanxTW,euclidean,ward,approx_distance_ascending
1027,9762.0,69358,1173,81320,UWaveGestureLibraryZ,sbd,average,approx_distance_ascending
348,71.0,83,56,558,Worms,euclidean,weighted,approx_distance_ascending
136,438.0,1997,388,2959,ECG200,kdtw,ward,approx_distance_ascending
144,52.0,41,6,243,edeniss20182020_par_anomalies,euclidean,weighted,pre_clustering
249,2429.0,116038,111,118827,Adiac,kdtw,weighted,fcfs
124,101.0,41,13,279,Chinatown,euclidean,complete,pre_clustering
162,150.0,825,17,1154,Lightning7,dtw,single,fcfs
521,295.0,104065,204,105085,Haptics,dtw,complete,approx_distance_ascending
524,1921.0,113370,175,115990,InsectWingbeatSound,dtw,weighted,fcfs
1040,5256.0,700241,900,707437,UWaveGestureLibraryZ,dtw,weighted,approx_distance_ascending
1136,5429.0,700850,803,708218,UWaveGestureLibraryY,dtw,complete,approx_distance_ascending
148,54.0,36,6,244,edeniss20182020_volume_anomalies,euclidean,weighted,pre_clustering
202,2016.0,122517,449,125184,edeniss20182020_pressure_anomalies,kdtw,ward,pre_clustering
205,661.0,1928,19,2813,DistalPhalanxOutlineCorrect,msm,ward,fcfs
360,3426.0,6168,561,10515,PhalangesOutlinesCorrect,sbd,ward,approx_distance_ascending
140,164.0,1132,24,1460,edeniss20182020_par_anomalies,dtw,average,fcfs
1077,151033.0,7242549,1058,7395717,Wafer,kdtw,single,fcfs
167,69.0,65,11,312,GesturePebbleZ2,euclidean,weighted,pre_clustering
370,686.0,19296,33,20385,CricketZ,msm,weighted,fcfs
371,862.0,1549,1166,3948,edeniss20182020_ics_anomalies,euclidean,average,approx_distance_ascending
166,260.0,8993,447,9866,FaceFour,kdtw,weighted,approx_distance_ascending
584,1720.0,5794,439,8537,ChlorineConcentration,lorentzian,weighted,fcfs
162,255.0,2004,16,2437,GestureMidAirD2,msm,weighted,fcfs
205,2779.0,30579,382,33945,MiddlePhalanxOutlineCorrect,kdtw,single,approx_distance_ascending
1503,1942.0,19102,1211,23758,FordA,lorentzian,average,approx_distance_ascending
318,57.0,21,22,418,HouseTwenty,euclidean,single,fcfs
696,1135.0,4578,712,7121,FreezerRegularTrain,lorentzian,average,approx_distance_ascending
169,78.0,42,4,293,GunPoint,lorentzian,weighted,pre_clustering
873,753.0,9014,327,10967,InlineSkate,sbd,complete,pre_clustering
158,62.0,73,13,306,edeniss20182020_rh_anomalies,euclidean,single,approx_distance_ascending
306,187.0,40767,218,41478,HouseTwenty,msm,single,pre_clustering
160,236.0,9108,382,9886,FaceFour,kdtw,average,fcfs
259,265.0,330105,801,331430,Rock,kdtw,ward,pre_clustering
1942,894.0,2400,311,5547,MixedShapesRegularTrain,euclidean,complete,fcfs
187,480.0,1085,5,1757,GesturePebbleZ2,sbd,single,pre_clustering
146,158.0,311,6,621,UMD,dtw,average,fcfs
162,70.0,47,3,282,Trace,lorentzian,weighted,pre_clustering
96,129.0,155,11,391,PickupGestureWiimoteZ,dtw,weighted,fcfs
565,801.0,2204,119,3689,InsectWingbeatSound,lorentzian,weighted,fcfs
295,346.0,173,752,1566,edeniss20182020_temp_anomalies,euclidean,average,fcfs
134,423.0,73,76,706,BME,sbd,complete,approx_distance_ascending
1684,2135.0,2744055,365,2748239,MixedShapesSmallTrain,dtw,single,approx_distance_ascending
190,464.0,1454,8,2116,MiddlePhalanxOutlineAgeGroup,dtw,single,pre_clustering
133,393.0,324,118,968,edeniss20182020_par_anomalies,sbd,weighted,approx_distance_ascending
1015,153890.0,7307033,2030,7463968,Wafer,kdtw,ward,approx_distance_ascending
159,161.0,565,266,1151,Lightning7,dtw,average,approx_distance_ascending
922,26487.0,12659626,610,12687645,Yoga,kdtw,ward,approx_distance_ascending
342,266.0,358,327,1293,WordSynonyms,lorentzian,single,approx_distance_ascending
360,1018.0,1480,483,3341,FaceAll,lorentzian,complete,approx_distance_ascending
255,137.0,17217,241,17850,Rock,msm,single,pre_clustering
155,93.0,109,269,626,Beef,msm,complete,approx_distance_ascending
365,60.0,180,6,611,Worms,euclidean,complete,pre_clustering
584,974.0,4443,24,6025,LargeKitchenAppliances,sbd,ward,fcfs
288,912.0,197276,291,198767,Fish,kdtw,complete,approx_distance_ascending
141,171.0,8935,394,9641,OliveOil,kdtw,complete,fcfs
679,1277.0,5634,1051,8641,ChlorineConcentration,euclidean,complete,approx_distance_ascending
211,661.0,1924,23,2819,ProximalPhalanxOutlineCorrect,msm,average,fcfs
1640,19424.0,52759163,371,52780598,MixedShapesSmallTrain,kdtw,single,approx_distance_ascending
163,329.0,135,5,632,Lightning7,sbd,ward,fcfs
617,55848.0,3154467,1182,3212114,ChlorineConcentration,kdtw,complete,pre_clustering
180,122.0,84,65,451,DistalPhalanxOutlineAgeGroup,euclidean,ward,fcfs
385,219.0,100,79,783,CricketX,euclidean,ward,fcfs
121,30.0,7,7,165,Coffee,euclidean,single,fcfs
240,790.0,8820,1038,10888,AllGestureWiimoteZ,msm,single,pre_clustering
181,470.0,256,182,1089,GestureMidAirD2,sbd,single,approx_distance_ascending
188,1092.0,553,28,1861,DistalPhalanxOutlineCorrect,sbd,single,fcfs
194,292.0,1501,296,2283,GunPointAgeSpan,dtw,ward,approx_distance_ascending
150,40.0,1,11,202,OliveOil,euclidean,complete,fcfs
167,246.0,2480,780,3673,GesturePebbleZ2,dtw,single,pre_clustering
108,274.0,134,70,586,Chinatown,msm,weighted,approx_distance_ascending
117,140.0,243,21,521,edeniss20182020_vpd_anomalies,dtw,complete,fcfs
295,148.0,16381,280,17104,Rock,msm,complete,pre_clustering
160,258.0,2761,549,3728,GesturePebbleZ1,msm,weighted,pre_clustering
166,698.0,953,9,1826,SyntheticControl,sbd,weighted,pre_clustering
1484,7869.0,109968,1234,120555,FordB,sbd,ward,pre_clustering
1026,1074.0,8253,690,11043,Yoga,lorentzian,weighted,pre_clustering
116,201.0,1860,332,2509,PickupGestureWiimoteZ,kdtw,weighted,pre_clustering
133,34.0,23,7,197,ShakeGestureWiimoteZ,euclidean,complete,pre_clustering
221,144.0,1586,35,1986,Herring,dtw,single,fcfs
355,755.0,19023,198,20331,CricketZ,dtw,complete,approx_distance_ascending
125,219.0,388,4,736,ShakeGestureWiimoteZ,sbd,single,pre_clustering
134,341.0,336,32,843,edeniss20182020_level_anomalies,sbd,average,fcfs
186,570.0,347,135,1238,GunPointAgeSpan,sbd,weighted,approx_distance_ascending
169,54.0,220,4,447,ArrowHead,euclidean,single,pre_clustering
522,323.0,159917,264,161026,PigArtPressure,msm,complete,pre_clustering
1078,5486.0,697156,654,704374,UWaveGestureLibraryY,msm,single,approx_distance_ascending
249,186.0,167,86,688,ECGFiveDays,euclidean,weighted,pre_clustering
252,314.0,857,14,1437,Adiac,lorentzian,average,pre_clustering
125,142.0,3170,208,3645,BirdChicken,kdtw,ward,approx_distance_ascending
517,267.0,158224,185,159193,PigAirwayPressure,dtw,ward,pre_clustering
936,2914.0,14507935,262,14512047,SemgHandMovementCh2,kdtw,complete,approx_distance_ascending
1055,1012.0,746294,269,748630,SemgHandGenderCh2,msm,ward,pre_clustering
109,143.0,624,4,880,edeniss20182020_vpd_anomalies,msm,complete,pre_clustering
293,248.0,9466,21,10028,Fish,msm,average,fcfs
950,879.0,748394,297,750520,SemgHandSubjectCh2,msm,single,pre_clustering
135,438.0,79,5,657,GunPoint,sbd,complete,fcfs
167,473.0,18071,325,19036,Trace,kdtw,average,approx_distance_ascending
237,2954.0,88068,402,91661,ECGFiveDays,kdtw,complete,pre_clustering
1096,3518.0,18627,1979,25220,Wafer,lorentzian,complete,pre_clustering
921,1060.0,750624,249,752854,SemgHandMovementCh2,dtw,weighted,approx_distance_ascending
334,810.0,18601,333,20078,Strawberry,msm,complete,pre_clustering
203,3042.0,31310,35,34590,ProximalPhalanxOutlineCorrect,kdtw,average,fcfs
137,156.0,412,29,734,edeniss20182020_co2_anomalies,dtw,average,fcfs
619,172.0,196,33,1020,SmallKitchenAppliances,euclidean,single,fcfs
146,180.0,67,411,804,GunPoint,msm,single,approx_distance_ascending
200,49.0,23,7,279,Lightning7,euclidean,complete,pre_clustering
254,254.0,4046,315,4869,DiatomSizeReduction,dtw,average,approx_distance_ascending
578,1144.0,3213223,499,3215444,PigCVP,kdtw,ward,fcfs
537,78.0,87,232,934,PigAirwayPressure,euclidean,average,approx_distance_ascending
1411,427.0,4652,336,6826,CinCECGTorso,lorentzian,single,approx_distance_ascending
128,51.0,10,15,204,edeniss20182020_valve_anomalies,euclidean,ward,fcfs
124,146.0,54,260,584,Wine,dtw,average,approx_distance_ascending
512,315.0,103117,75,104019,Haptics,msm,complete,fcfs
232,4761.0,55461,378,60832,TwoLeadECG,kdtw,ward,pre_clustering
599,553.0,114750,287,116189,SmallKitchenAppliances,dtw,single,approx_distance_ascending
358,239.0,831,13,1441,CricketZ,lorentzian,ward,pre_clustering
359,223.0,21722,279,22583,WormsTwoClass,dtw,ward,pre_clustering
161,381.0,12615,100,13257,Lightning7,kdtw,average,pre_clustering
121,150.0,312,410,993,edeniss20182020_level_anomalies,dtw,average,approx_distance_ascending
365,184.0,180,148,877,CricketY,euclidean,ward,pre_clustering
144,205.0,685,4,1038,Plane,msm,average,pre_clustering
1173,9544.0,75678,1216,87611,UWaveGestureLibraryZ,sbd,ward,pre_clustering
215,127.0,169,89,600,MiddlePhalanxTW,euclidean,ward,approx_distance_ascending
118,59.0,26,5,208,edeniss20182020_co2_anomalies,lorentzian,ward,pre_clustering
1765,27484.0,120082,22220,171551,Crop,euclidean,complete,pre_clustering
1724,261585.0,379781,18996,662086,Crop,sbd,weighted,approx_distance_ascending
371,447.0,592,214,1624,Worms,sbd,ward,approx_distance_ascending
999,196.0,493,38,1726,SemgHandGenderCh2,euclidean,average,fcfs
163,467.0,885,285,1800,DistalPhalanxOutlineAgeGroup,msm,complete,pre_clustering
556,913.0,4505,16,5990,LargeKitchenAppliances,sbd,weighted,fcfs
627,74571.0,2512634,1523,2589355,TwoPatterns,kdtw,average,fcfs
180,194.0,886,235,1495,ArrowHead,dtw,weighted,approx_distance_ascending
270,410.0,326,13,1019,MedicalImages,lorentzian,single,fcfs
366,758.0,20825,352,22301,FiftyWords,msm,ward,pre_clustering
124,64.0,41,28,257,edeniss20182020_valve_anomalies,lorentzian,complete,approx_distance_ascending
811,4637.0,54070,594,60112,FreezerRegularTrain,sbd,average,pre_clustering
127,209.0,33,67,436,Coffee,sbd,ward,approx_distance_ascending
250,797.0,7890,236,9173,SwedishLeaf,dtw,average,pre_clustering
113,45.0,8,11,177,ShakeGestureWiimoteZ,euclidean,ward,fcfs
127,371.0,78,59,635,UMD,sbd,ward,approx_distance_ascending
555,75.0,72,45,747,PigAirwayPressure,euclidean,ward,fcfs
627,579.0,336499,232,337937,EOGVerticalSignal,dtw,average,approx_distance_ascending
652,1548.0,7798,330,10328,ShapesAll,sbd,average,approx_distance_ascending
335,604.0,21140,252,22331,WordSynonyms,dtw,complete,pre_clustering
210,366.0,32504,292,33372,Herring,kdtw,weighted,pre_clustering
547,502.0,2135,245,3429,PigCVP,sbd,ward,pre_clustering
211,169.0,1684,237,2301,Car,dtw,single,pre_clustering
222,1018.0,652,403,2295,SonyAIBORobotSurface2,sbd,complete,approx_distance_ascending
115,162.0,635,15,927,edeniss20182020_vpd_anomalies,dtw,single,pre_clustering
1121,946.0,3366,974,6407,Yoga,euclidean,complete,approx_distance_ascending
238,683.0,1867,368,3156,edeniss20182020_pressure_anomalies,sbd,average,pre_clustering
683,6804.0,148399,1039,156925,TwoPatterns,msm,ward,fcfs
1424,438.0,5856,426,8144,CinCECGTorso,lorentzian,complete,approx_distance_ascending
152,218.0,1377,24,1771,edeniss20182020_ec_anomalies,msm,single,fcfs
209,285.0,54,169,717,Herring,sbd,single,approx_distance_ascending
117,412.0,3493,645,4667,edeniss20182020_co2_anomalies,kdtw,single,approx_distance_ascending
982,1169.0,13459,26,15636,SemgHandMovementCh2,sbd,weighted,fcfs
173,1736.0,14365,398,16672,ProximalPhalanxOutlineAgeGroup,kdtw,complete,pre_clustering
1004,940.0,746140,182,748266,SemgHandMovementCh2,msm,average,pre_clustering
369,545.0,19607,25,20546,CricketX,dtw,complete,fcfs
413,51.0,33,32,529,ACSF1,euclidean,average,fcfs
170,491.0,383,12,1056,GesturePebbleZ1,sbd,weighted,fcfs
272,402.0,1004,35,1713,edeniss20182020_temp_anomalies,lorentzian,ward,pre_clustering
186,78.0,53,4,321,GestureMidAirD2,euclidean,single,fcfs
359,2312.0,334479,440,337590,CricketX,kdtw,single,approx_distance_ascending
1621,802.0,2251,647,5321,MixedShapesSmallTrain,euclidean,ward,pre_clustering
337,21476.0,278751,220,300784,PhalangesOutlinesCorrect,kdtw,average,fcfs
204,81.0,38,11,334,GestureMidAirD1,euclidean,complete,fcfs
301,82.0,56,31,470,InsectEPGRegularTrain,euclidean,ward,pre_clustering
1543,1768.0,1931805,378,1935494,Phoneme,dtw,single,approx_distance_ascending
232,263.0,348,266,1109,AllGestureWiimoteZ,euclidean,ward,approx_distance_ascending
1015,1953.0,10543,880,14391,UWaveGestureLibraryZ,lorentzian,weighted,approx_distance_ascending
121,45.0,56,6,228,edeniss20182020_valve_anomalies,euclidean,average,approx_distance_ascending
175,477.0,135,155,942,ArrowHead,sbd,weighted,approx_distance_ascending
1406,14007.0,36990045,443,37005901,Phoneme,kdtw,weighted,approx_distance_ascending
323,254.0,12563,284,13424,InsectEPGRegularTrain,msm,single,approx_distance_ascending
176,262.0,20903,333,21674,Meat,kdtw,complete,pre_clustering
200,214.0,151,14,579,edeniss20182020_pressure_anomalies,lorentzian,average,fcfs
176,477.0,1080,319,2052,ProximalPhalanxOutlineAgeGroup,msm,average,pre_clustering
175,150.0,508,305,1138,Lightning7,dtw,ward,approx_distance_ascending
274,775.0,7545,263,8857,SwedishLeaf,dtw,average,approx_distance_ascending
1803,1549.0,18091,921,22364,NonInvasiveFetalECGThorax1,lorentzian,weighted,pre_clustering
847,4706.0,59621,541,65715,FreezerRegularTrain,sbd,single,pre_clustering
181,1736.0,8153,19,10089,SyntheticControl,kdtw,complete,fcfs
304,104.0,581,8,997,OSULeaf,lorentzian,complete,pre_clustering
216,82.0,284,2,584,Ham,lorentzian,single,pre_clustering
133,221.0,1292,454,2100,edeniss20182020_ec_anomalies,msm,ward,pre_clustering
371,275.0,839,20,1505,CricketX,lorentzian,ward,pre_clustering
152,85.0,46,88,371,Trace,lorentzian,single,approx_distance_ascending
898,240.0,2274,430,3842,SemgHandMovementCh2,lorentzian,complete,approx_distance_ascending
368,729.0,19258,323,20678,CricketX,dtw,average,pre_clustering
112,265.0,1675,440,2492,PickupGestureWiimoteZ,kdtw,average,pre_clustering
113,39.0,39,6,197,PickupGestureWiimoteZ,euclidean,ward,approx_distance_ascending
178,95.0,63,4,340,GestureMidAirD2,lorentzian,ward,fcfs
222,843.0,4824,407,6296,MoteStrain,msm,weighted,pre_clustering
229,192.0,37,454,912,edeniss20182020_pressure_anomalies,euclidean,ward,fcfs
128,48.0,35,2,213,edeniss20182020_volume_anomalies,euclidean,single,pre_clustering
904,697.0,620808,280,622689,InlineSkate,dtw,ward,pre_clustering
222,675.0,8471,505,9873,AllGestureWiimoteY,msm,weighted,approx_distance_ascending
236,1325.0,1558,242,3361,MoteStrain,sbd,weighted,approx_distance_ascending
318,185.0,323,241,1067,WordSynonyms,euclidean,weighted,approx_distance_ascending
169,446.0,246,12,873,edeniss20182020_volume_anomalies,sbd,weighted,fcfs
970,239.0,496,39,1744,SemgHandMovementCh2,euclidean,average,fcfs
658,6277.0,149194,615,156744,TwoPatterns,dtw,single,approx_distance_ascending
136,333.0,361,14,844,edeniss20182020_volume_anomalies,sbd,complete,fcfs
119,99.0,51,10,279,Chinatown,lorentzian,weighted,fcfs
153,4242.0,4549,440,9384,ItalyPowerDemand,kdtw,average,approx_distance_ascending
239,291.0,4009,299,4838,DiatomSizeReduction,dtw,weighted,approx_distance_ascending
145,163.0,379,7,694,GunPoint,dtw,weighted,fcfs
195,280.0,278,1,754,FaceFour,sbd,single,pre_clustering
132,384.0,61,127,704,ECG200,sbd,ward,approx_distance_ascending
1029,1733.0,10260,596,13618,UWaveGestureLibraryX,lorentzian,complete,fcfs
176,150.0,1031,203,1560,ToeSegmentation2,dtw,complete,approx_distance_ascending
192,283.0,2052,196,2723,GunPointMaleVersusFemale,msm,weighted,pre_clustering
150,156.0,1134,18,1458,edeniss20182020_par_anomalies,dtw,complete,fcfs
825,2593.0,264012,496,267926,FreezerSmallTrain,dtw,average,approx_distance_ascending
222,462.0,231,5,920,ToeSegmentation1,sbd,average,fcfs
447,415.0,773,29,1664,Symbols,lorentzian,average,fcfs
964,2869.0,14474034,277,14478144,SemgHandGenderCh2,kdtw,single,pre_clustering
413,136.0,34544,174,35267,ACSF1,dtw,ward,pre_clustering
1611,1504.0,8739,1409,13263,FordA,euclidean,average,pre_clustering
328,670.0,21383,17,22398,WordSynonyms,dtw,single,fcfs
267,856.0,4476,53,5652,MoteStrain,dtw,average,fcfs
154,458.0,5556,74,6242,Plane,kdtw,ward,fcfs
186,153.0,156,55,550,MiddlePhalanxOutlineAgeGroup,lorentzian,average,approx_distance_ascending
565,15222.0,2064991,529,2081307,InsectWingbeatSound,kdtw,complete,pre_clustering
1042,769.0,753890,270,755971,SemgHandGenderCh2,dtw,single,pre_clustering
150,281.0,1081,7,1519,PowerCons,msm,average,fcfs
1151,1316.0,2262,824,5553,UWaveGestureLibraryY,euclidean,weighted,fcfs
618,801.0,7310,333,9062,EOGHorizontalSignal,sbd,average,pre_clustering
137,252.0,447,9,845,edeniss20182020_vpd_anomalies,sbd,ward,pre_clustering
166,282.0,1491,455,2394,GestureMidAirD2,dtw,single,approx_distance_ascending
208,297.0,32543,343,33391,Herring,kdtw,ward,approx_distance_ascending
1415,1930.0,1892718,294,1896357,Phoneme,msm,average,fcfs
1412,1818.0,1925950,328,1929508,Phoneme,dtw,average,approx_distance_ascending
146,52.0,6,4,220,BirdChicken,lorentzian,average,approx_distance_ascending
95,304.0,85,107,591,Chinatown,msm,average,approx_distance_ascending
1354,775.0,7377,417,9923,Phoneme,lorentzian,ward,pre_clustering
221,1166.0,360,416,2163,MiddlePhalanxOutlineCorrect,sbd,single,approx_distance_ascending
313,817.0,21351,504,22985,edeniss20182020_temp_anomalies,dtw,ward,approx_distance_ascending
151,404.0,526,114,1195,edeniss20182020_ec_anomalies,sbd,ward,approx_distance_ascending
182,755.0,763,17,1717,SyntheticControl,sbd,average,pre_clustering
165,243.0,2258,446,3112,GesturePebbleZ1,msm,single,approx_distance_ascending
140,161.0,988,809,2098,edeniss20182020_par_anomalies,msm,ward,pre_clustering
210,257.0,361,233,1061,SonyAIBORobotSurface2,euclidean,ward,approx_distance_ascending
567,98.0,436,328,1429,Haptics,lorentzian,ward,pre_clustering
159,143.0,383,290,975,FaceFour,msm,complete,approx_distance_ascending
163,153.0,861,223,1400,Lightning7,dtw,complete,pre_clustering
250,5476.0,70284,55,76065,MoteStrain,kdtw,weighted,fcfs
194,545.0,410,8,1157,GunPointAgeSpan,sbd,ward,fcfs
269,1404.0,1507,312,3492,SwedishLeaf,sbd,weighted,approx_distance_ascending
234,858.0,4213,256,5561,MoteStrain,dtw,average,approx_distance_ascending
551,15053.0,2061924,490,2078018,InsectWingbeatSound,kdtw,complete,approx_distance_ascending
404,162.0,34156,223,34945,ACSF1,msm,average,approx_distance_ascending
537,110.0,179,470,1296,Haptics,lorentzian,average,approx_distance_ascending
1629,2303.0,2717771,436,2722139,MixedShapesSmallTrain,msm,weighted,pre_clustering
124,106.0,69,320,619,Beef,dtw,ward,approx_distance_ascending
1105,1481.0,2094,1111,5791,UWaveGestureLibraryY,euclidean,complete,fcfs
124,72.0,40,35,271,edeniss20182020_volume_anomalies,lorentzian,ward,approx_distance_ascending
2323,1848.0,28602,513,33286,UWaveGestureLibraryAll,lorentzian,complete,fcfs
265,730.0,5271,315,6581,CBF,dtw,weighted,pre_clustering
174,148.0,106,129,557,ProximalPhalanxOutlineAgeGroup,euclidean,ward,pre_clustering
1488,642.0,1489,520,4139,Phoneme,euclidean,single,approx_distance_ascending
142,32.0,16,3,193,Beef,euclidean,complete,approx_distance_ascending
123,175.0,47,122,467,BeetleFly,sbd,ward,approx_distance_ascending
173,106.0,38,5,322,GesturePebbleZ1,lorentzian,single,fcfs
246,801.0,4446,41,5534,MoteStrain,dtw,weighted,fcfs
837,2821.0,284996,685,289339,FreezerRegularTrain,msm,ward,approx_distance_ascending
521,590.0,114817,256,116184,RefrigerationDevices,dtw,weighted,pre_clustering
354,99.0,590,14,1057,Earthquakes,euclidean,single,pre_clustering
273,56.0,63,17,409,InsectEPGSmallTrain,euclidean,average,pre_clustering
1514,1038.0,9536,106,12194,Mallat,lorentzian,complete,fcfs
541,500.0,2159,317,3517,PigAirwayPressure,sbd,average,pre_clustering
1414,1249.0,2233635,345,2236643,CinCECGTorso,msm,ward,approx_distance_ascending
691,6394.0,178942,880,186907,ECG5000,dtw,complete,approx_distance_ascending
1792,3863.0,3166965,627,3173247,NonInvasiveFetalECGThorax1,dtw,complete,pre_clustering
1389,842.0,6889,39,9159,Phoneme,lorentzian,single,fcfs
186,251.0,1516,440,2393,GestureMidAirD1,dtw,weighted,approx_distance_ascending
261,1231.0,1702,287,3481,SwedishLeaf,sbd,average,approx_distance_ascending
159,157.0,107,9,432,SyntheticControl,lorentzian,average,fcfs
165,405.0,19318,411,20299,ToeSegmentation2,kdtw,ward,approx_distance_ascending
128,143.0,614,34,919,edeniss20182020_level_anomalies,dtw,weighted,fcfs
223,639.0,1932,24,2818,SonyAIBORobotSurface2,msm,average,fcfs
255,2310.0,114236,230,117031,Adiac,kdtw,average,pre_clustering
155,90.0,177,2,424,GunPoint,lorentzian,single,pre_clustering
325,45.0,51,54,475,HouseTwenty,euclidean,complete,approx_distance_ascending
218,292.0,241,28,779,MiddlePhalanxOutlineCorrect,lorentzian,complete,pre_clustering
1948,418.0,8120,420,10906,HandOutlines,lorentzian,complete,pre_clustering
597,2295.0,2190592,235,2193719,ScreenType,kdtw,ward,approx_distance_ascending
184,674.0,586,10,1454,MiddlePhalanxOutlineAgeGroup,sbd,weighted,pre_clustering
670,2322.0,6680111,305,6683408,EOGHorizontalSignal,kdtw,complete,approx_distance_ascending
423,4382.0,871517,297,876619,PLAID,kdtw,complete,fcfs
144,176.0,306,163,789,GunPoint,msm,weighted,approx_distance_ascending
1646,63533.0,1531280,6174,1602633,ElectricDevices,dtw,single,pre_clustering
277,134.0,16112,249,16772,Rock,dtw,average,approx_distance_ascending
124,177.0,541,34,876,edeniss20182020_volume_anomalies,dtw,complete,fcfs
133,59.0,32,20,244,edeniss20182020_co2_anomalies,lorentzian,ward,approx_distance_ascending
364,1893.0,31706,300,34263,FacesUCR,dtw,single,approx_distance_ascending
519,289.0,103106,153,104067,Haptics,msm,ward,fcfs
358,314.0,19481,220,20373,Earthquakes,msm,complete,approx_distance_ascending
363,764.0,319,376,1822,FaceAll,euclidean,complete,fcfs
880,143.0,206,275,1504,InlineSkate,euclidean,complete,approx_distance_ascending
134,30.0,3,8,175,BirdChicken,euclidean,ward,fcfs
1757,1530.0,17451,607,21345,NonInvasiveFetalECGThorax2,lorentzian,ward,fcfs
1007,742.0,752290,198,754237,SemgHandSubjectCh2,dtw,complete,pre_clustering
538,292.0,157751,282,158863,PigAirwayPressure,dtw,average,fcfs
172,100.0,250,4,526,GestureMidAirD2,lorentzian,ward,pre_clustering
1983,4108.0,3123209,614,3129914,NonInvasiveFetalECGThorax1,msm,weighted,pre_clustering
125,174.0,65,375,739,edeniss20182020_co2_anomalies,dtw,complete,approx_distance_ascending
106,144.0,573,3,826,ShakeGestureWiimoteZ,msm,average,pre_clustering
105,467.0,70,19,661,Chinatown,sbd,ward,fcfs
525,479.0,2078,255,3337,PigAirwayPressure,sbd,ward,approx_distance_ascending
231,1176.0,1828,235,3470,AllGestureWiimoteY,sbd,weighted,pre_clustering
544,332.0,158219,202,159297,PigCVP,dtw,ward,approx_distance_ascending
933,22914.0,95946,2606,122399,Wafer,sbd,complete,approx_distance_ascending
409,752.0,58746,44,59951,Symbols,dtw,average,fcfs
130,181.0,407,23,741,edeniss20182020_co2_anomalies,dtw,ward,fcfs
277,5276.0,283847,399,289799,edeniss20182020_temp_anomalies,kdtw,average,fcfs
1440,14070.0,36909297,395,36925202,Phoneme,kdtw,complete,approx_distance_ascending
222,464.0,9191,75,9952,edeniss20182020_pressure_anomalies,dtw,complete,fcfs
139,580.0,10700,203,11622,edeniss20182020_par_anomalies,kdtw,ward,approx_distance_ascending
1425,1614.0,15886,929,19854,FordB,lorentzian,complete,approx_distance_ascending
407,461.0,690282,214,691364,ACSF1,kdtw,weighted,fcfs
341,21697.0,278830,607,301475,PhalangesOutlinesCorrect,kdtw,complete,approx_distance_ascending
195,231.0,1623,346,2395,ToeSegmentation1,dtw,single,approx_distance_ascending
